price,sqft_living,sqft_above,bedrooms,bathrooms,sqft_lot,floors,waterfront,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
475000,1710,1510,2,1.75,8645,1,0,4,200,1923,0,98115,47.7005,-122.313
238000,1470,1020,3,1,32670,1,0,3,450,1958,0,98042,47.3811,-122.144
475000,3470,3470,6,3,117612,1.5,0,3,0,1924,0,98028,47.7663,-122.234
390000,1650,1650,3,2.25,6250,1.5,0,3,0,1910,0,98116,47.5639,-122.4
425000,1180,1030,3,1,3750,1,0,3,150,1940,0,98116,47.5726,-122.382
886000,2380,1650,3,2.25,6000,2,0,5,730,1931,0,98199,47.6472,-122.393
540000,1630,980,4,1.75,6120,1,0,5,650,1918,0,98115,47.6821,-122.31
409000,3140,2300,4,3.25,10752,2,0,3,840,1992,0,98146,47.5022,-122.363
324000,2110,1170,4,1.75,7208,1,0,3,940,1975,0,98058,47.4464,-122.129
390000,2490,2490,4,2.5,8290,2,0,3,0,1999,0,98092,47.3305,-122.171
441500,2360,2360,3,2.5,4670,2,0,3,0,1998,0,98065,47.537,-121.871
540000,1940,1940,5,1.5,10202,1.5,0,4,0,1940,0,98125,47.7213,-122.31
1040000,3450,2430,4,3.25,11240,2,0,4,1020,1960,2001,98166,47.4556,-122.372
1350000,3440,2520,4,3.25,4920,2,0,3,920,2014,0,98116,47.5727,-122.409
758000,2410,1780,4,2.75,9549,1,0,4,630,1956,0,98033,47.6503,-122.197
570000,1030,1030,3,1,4089,1.5,0,3,0,1927,0,98116,47.574,-122.385
736000,2290,2290,4,2.5,12047,2,0,4,0,1988,0,98006,47.5599,-122.105
1130000,2370,1270,4,1.75,8400,1,0,5,1100,1949,0,98105,47.6716,-122.264
690000,1600,850,2,1.75,4000,1,0,5,750,1918,0,98112,47.6408,-122.3
610000,2240,2240,4,2.25,45738,2,0,3,0,1988,0,98053,47.687,-122.047
413500,770,770,2,1,4000,1,0,5,0,1924,0,98117,47.6959,-122.364
828200,3400,3400,4,2.75,7081,2,0,3,0,2001,0,98006,47.5661,-122.123
423000,2320,2320,4,2.5,4254,2,0,3,0,2004,0,98059,47.48,-122.137
599900,2605,1355,3,1.5,12030,1,0,3,1250,2003,0,98019,47.7725,-121.899
1080000,5180,4070,5,4.75,17811,2,0,3,1110,2001,0,98065,47.5405,-121.868
1130000,3100,3100,6,4.25,9378,3,0,3,0,1978,0,98112,47.6381,-122.314
299800,2410,2410,4,2.5,4708,2,0,3,0,2002,0,98092,47.3229,-122.182
430000,2070,1250,4,1.75,9120,1,0,4,820,1958,0,98008,47.6045,-122.123
336000,1060,1060,3,2,11765,1,0,4,0,1951,0,98125,47.7333,-122.302
323000,880,880,2,1,1712,2,0,4,0,1945,0,98199,47.6475,-122.397
572500,1590,1290,3,1,4600,1.5,0,4,300,1926,0,98117,47.6807,-122.399
600000,1650,1040,3,1.75,5100,1,0,5,610,1908,0,98115,47.6873,-122.321
412000,2430,2430,4,3,7242,2,0,3,0,2003,0,98038,47.3533,-122.015
827500,1810,1310,3,2.5,7200,1,0,5,500,1960,0,98033,47.6885,-122.211
300000,2890,2890,4,2.5,17349,2,0,3,0,1994,0,98023,47.2822,-122.34
750000,3410,2130,7,2.75,4056,1.5,0,4,1280,1906,0,98102,47.6454,-122.316
266000,1120,1120,3,1.5,8250,1,0,4,0,1957,0,98056,47.4905,-122.179
499000,2680,2680,4,2.5,10590,2,0,3,0,2004,0,98019,47.7377,-121.97
440000,1770,1770,4,1.5,5750,2,0,3,0,1947,0,98116,47.5621,-122.394
495000,2950,2310,3,2,12196,2,0,4,640,1918,0,98166,47.4702,-122.365
248500,1720,1720,4,1.75,10018,1,0,5,0,1960,0,98042,47.3614,-122.119
379600,1270,1270,3,1.75,12420,1,0,4,0,1962,0,98056,47.5387,-122.179
538000,3260,1960,4,2.5,10032,1,0,3,1300,1978,0,98125,47.7203,-122.323
545000,2050,2050,4,2.25,9720,2,0,3,0,1967,0,98008,47.5911,-122.119
405100,840,840,2,1,3522,1,0,3,0,1947,0,98199,47.6575,-122.395
502000,1300,1300,3,1.75,8800,1,0,4,0,1963,0,98008,47.6199,-122.116
666000,2780,2780,3,2.25,31510,2,0,3,0,1979,0,98053,47.67,-122.024
393000,2140,2140,3,2.25,10256,2,0,3,0,1987,0,98038,47.3751,-122.044
353000,1920,1010,4,2.75,4627,1,0,3,910,1998,0,98178,47.5003,-122.23
680000,2060,1900,3,2.5,2551,2,0,3,160,2001,0,98005,47.5881,-122.165
319000,750,750,2,1,6380,1,0,3,0,1949,0,98125,47.7033,-122.308
220000,1050,1050,3,1,6300,1,0,3,0,1942,0,98146,47.5128,-122.374
219000,1740,1060,3,1.5,5200,1,0,4,680,1977,0,98042,47.3657,-122.094
1470000,2480,2130,3,1.5,9900,2,0,3,350,1940,0,98177,47.7018,-122.381
975000,2290,2120,4,2.25,5350,2,0,4,170,1958,0,98199,47.6428,-122.411
800866,3180,3180,5,2.5,13806,2,0,4,0,1990,0,98033,47.652,-122.182
310000,1050,1050,3,1,9876,1,0,3,0,1953,0,98028,47.7635,-122.262
675000,1010,1010,3,2,5973,1,0,5,0,1942,0,98033,47.6652,-122.202
490000,1660,1660,3,1.75,8208,1,0,4,0,1965,0,98005,47.5919,-122.154
480000,2220,2220,4,1.75,6500,2,0,4,0,1964,0,98166,47.4519,-122.375
196900,1270,1270,3,1,7500,1,0,3,0,1954,0,98198,47.4214,-122.316
350000,2680,2680,3,2.5,7836,2,0,3,0,1990,2009,98092,47.3203,-122.185
390000,1790,1220,4,2.75,47250,1,0,3,570,1987,0,98045,47.5302,-121.746
390000,1950,1250,3,2.75,12240,1,0,3,700,1956,0,98028,47.7401,-122.258
260000,2580,1410,5,2.5,11250,1,0,3,1170,1964,0,98198,47.397,-122.313
497000,2060,1400,3,3,1850,2,0,3,660,2007,0,98119,47.6543,-122.373
538000,1400,1100,3,1.75,3825,1.5,0,4,300,1904,0,98117,47.6793,-122.393
310000,1670,1670,3,2.5,4220,2,0,3,0,2002,0,98038,47.3834,-122.028
227500,1540,1540,3,1,9450,1,0,4,0,1960,0,98198,47.3612,-122.315
274000,2090,1670,4,2.25,7400,1,0,3,420,1973,0,98023,47.3178,-122.38
354800,1370,1370,3,2,78408,1,0,5,0,1964,0,98042,47.3867,-122.081
650000,1910,1300,4,2.25,5120,1,0,3,610,1954,0,98199,47.6534,-122.409
224975,960,960,3,1,12745,1,0,4,0,1977,0,98038,47.3617,-122.03
225000,1790,1790,5,1.5,11656,2,0,3,0,1963,0,98198,47.3961,-122.308
2480000,6810,6110,5,3.75,7500,2.5,0,3,700,1922,0,98102,47.6285,-122.322
370000,900,900,2,1,4600,1,0,3,0,1951,0,98117,47.6918,-122.361
675000,1900,1140,4,1.75,8800,1,0,3,760,1975,0,98033,47.6579,-122.197
310000,2070,1420,3,1.75,37904,1,0,4,650,1973,0,98058,47.425,-122.186
410000,3320,3320,4,2.5,5034,2,0,4,0,2006,0,98042,47.4011,-122.164
375000,1240,790,3,1.5,7733,1,0,3,450,1941,0,98125,47.714,-122.283
349000,1830,1830,4,2.5,4694,2,0,3,0,2003,0,98038,47.3573,-122.016
480000,2050,1180,4,2.75,3960,1,0,4,870,1986,0,98116,47.5808,-122.394
404000,4060,2030,4,3,35621,1,0,3,2030,1989,0,98092,47.3059,-122.108
215000,1260,1260,3,1,7897,1,0,3,0,1979,0,98022,47.1946,-122.003
339900,2420,2420,3,2.5,7423,2,0,3,0,1990,0,98092,47.3199,-122.186
285000,810,810,1,1.5,3211,2,0,4,0,1982,0,98033,47.6939,-122.184
555000,1780,1080,2,1.5,4750,1,0,4,700,1947,0,98117,47.6859,-122.395
233000,1350,1350,3,2,7686,1,0,3,0,1989,0,98038,47.3609,-122.053
454000,2550,1580,5,2.25,9200,1,0,4,970,1975,0,98166,47.4673,-122.363
950000,1700,1700,4,2.5,4418,2,0,3,0,1931,2000,98112,47.6434,-122.3
210000,1040,1040,2,1,4590,1,0,3,0,1954,0,98146,47.5078,-122.337
261000,1820,1820,4,1.75,9824,1,0,5,0,1968,0,98042,47.3833,-122.093
719000,1833,1833,3,3,1706,3,0,3,0,1998,0,98115,47.6827,-122.325
525000,2100,1510,3,2.75,10362,2,0,3,590,1998,0,98045,47.4347,-121.417
428000,1414,1414,2,2.5,1960,2,0,3,0,1986,0,98006,47.5423,-122.189
988830,4115,4115,5,3.25,7910,2,0,3,0,2014,0,98053,47.6847,-122.016
840000,2100,1750,4,2.25,3671,1.5,0,3,350,1929,0,98112,47.6359,-122.3
285000,1160,1160,3,1.75,7006,1,0,4,0,1992,0,98022,47.1937,-121.98
147500,1230,1230,3,1.5,10125,1,0,3,0,1960,0,98198,47.397,-122.299
320000,2190,2190,4,2.5,7125,2,0,5,0,1978,0,98032,47.3709,-122.285
2050000,4690,3040,5,4,8208,2,0,3,1650,1926,0,98112,47.6321,-122.304
596000,2270,1720,4,2.25,10000,1,0,5,550,1974,0,98006,47.5599,-122.142
220000,1950,1950,4,2.25,7280,2,0,4,0,1979,0,98023,47.2957,-122.37
175000,1160,1160,2,1,6911,1,0,3,0,1947,0,98125,47.7149,-122.318
268000,1370,1370,3,1.75,10050,1,0,4,0,1966,0,98023,47.3338,-122.341
715000,3260,3260,4,3.5,110579,2,0,3,0,1997,0,98053,47.6436,-121.997
475000,1490,1490,2,1.75,224334,1,0,3,0,1983,0,98092,47.2645,-122.163
275000,1300,1300,3,1.75,20700,1,0,3,0,1962,0,98024,47.5587,-121.904
369500,1300,1300,3,1.75,20700,1,0,3,0,1962,0,98024,47.5587,-121.904
215000,1540,1040,4,2,7575,1,0,4,500,1978,0,98032,47.3664,-122.279
593450,2130,2130,4,2.25,7172,2,0,4,0,1964,0,98008,47.6271,-122.112
498800,1350,1350,2,1.75,4614,1,0,3,0,2008,0,98053,47.7091,-122.015
849000,2450,1770,5,3.25,6534,2,0,3,680,1951,2014,98115,47.688,-122.281
1150000,1940,1940,4,2.5,4875,2,0,4,0,1925,0,98112,47.6427,-122.304
265000,1680,1340,3,1.75,9769,1,0,3,340,1989,0,98058,47.4631,-122.126
285000,1960,1220,4,2.25,10400,1,0,4,740,1985,0,98023,47.3199,-122.392
240000,1590,1190,3,1.75,7931,1,0,3,400,1979,0,98038,47.3628,-122.05
330000,2440,1610,4,1.75,7350,1,0,3,830,1978,0,98032,47.3743,-122.285
250000,1850,1540,4,2,7560,1,0,4,310,1978,0,98032,47.3666,-122.277
562200,1900,1500,3,1.5,5250,1,0,4,400,1943,0,98117,47.6991,-122.392
952000,3490,2320,2,1.75,88909,1,0,3,1170,1980,0,98006,47.5462,-122.112
365000,2200,1570,3,2.5,7350,1,0,5,630,1988,0,98058,47.4395,-122.161
487275,2400,2400,4,2.5,3986,2,0,3,0,1999,0,98065,47.5344,-121.877
599000,2950,2950,5,2.5,72309,2,0,3,0,2006,0,98058,47.4186,-122.079
259950,1240,1240,3,1.5,9500,1,0,4,0,1955,0,98166,47.4756,-122.35
240000,1980,1980,4,2.5,7264,2,0,3,0,1996,0,98038,47.3678,-122.019
186000,1200,1200,3,1,10080,1,0,4,0,1969,0,98042,47.3261,-122.135
475000,3150,3150,4,2.5,5757,2,0,3,0,2004,0,98058,47.4568,-122.117
298700,2110,1530,3,2.25,7350,1,0,3,580,1980,0,98023,47.3088,-122.341
549000,2034,1159,2,1,13392,1,1,5,875,1947,0,98070,47.3312,-122.503
925000,4050,2230,5,3.5,13495,1,0,4,1820,1988,0,98166,47.4384,-122.352
620000,2540,1270,5,3,11422,1,0,3,1270,1962,2014,98006,47.5459,-122.176
450000,1160,1040,3,1.75,6120,1,0,3,120,1941,0,98115,47.6926,-122.287
245000,1010,1010,3,1,9678,1,0,5,0,1955,0,98188,47.4396,-122.285
369000,2420,2420,4,2.75,6495,2,0,3,0,2005,0,98038,47.3771,-122.029
1050000,3830,3830,4,3.25,8331,2,0,3,0,2014,0,98053,47.6906,-122.019
220650,1460,1460,2,1.75,10500,1,0,3,0,1980,0,98045,47.4461,-121.768
360000,1950,1950,4,2.5,5451,2,0,3,0,2004,0,98058,47.4341,-122.144
268000,1730,1730,4,1.5,7020,1.5,0,4,0,1953,0,98056,47.4939,-122.167
266500,1880,1180,4,1.75,7632,1,0,4,700,1978,0,98023,47.3068,-122.372
635000,2930,2930,4,2.5,8679,2,0,3,0,2014,0,98056,47.5164,-122.19
559000,3110,3110,3,2.5,217800,2,0,3,0,2001,0,98092,47.3281,-122.124
895000,3480,3480,4,2.5,38985,2,0,3,0,1989,0,98053,47.6895,-122.052
329999,3360,1820,3,2.75,41250,1,0,4,1540,1988,0,98022,47.2604,-122.023
386500,3110,3110,4,2.5,5048,2,0,3,0,2002,0,98042,47.3782,-122.125
450000,2130,1500,2,1.75,6574,1,0,3,630,1946,0,98199,47.6529,-122.411
611000,1270,1100,2,1,5100,1,0,3,170,1900,0,98115,47.6771,-122.328
317000,1840,1840,3,2.5,5011,2,0,3,0,2012,0,98038,47.3555,-122.054
1000000,3180,2060,4,3.5,12528,2,0,4,1120,1979,0,98177,47.7058,-122.379
1000000,1510,1510,5,2.75,5700,2,0,4,0,1946,0,98105,47.6653,-122.27
525000,3070,3070,4,2.5,7200,2,0,3,0,2005,0,98059,47.4899,-122.138
340000,1400,1400,4,1.75,8374,1,0,3,0,1953,0,98166,47.4735,-122.344
1580000,5830,5830,4,3.5,131116,2,0,3,0,2005,0,98024,47.5986,-121.949
749000,3380,3380,3,2.5,7126,2,0,3,0,1965,2003,98008,47.6276,-122.122
330000,1440,1440,3,1.5,7875,1,0,4,0,1968,0,98058,47.4561,-122.148
568000,1740,1740,3,2.5,1279,3,0,3,0,2008,0,98116,47.5891,-122.387
239000,1470,1470,3,1.75,8925,1,0,4,0,1957,0,98022,47.2026,-122
825000,4110,2570,4,3.25,14219,2,0,4,1540,1979,0,98028,47.7382,-122.264
860000,1860,1310,3,1.75,5584,1,0,3,550,1951,0,98199,47.637,-122.4
147200,1420,1420,3,1,9600,1,0,4,0,1954,0,98188,47.4232,-122.292
476900,1240,960,3,1,5758,1.5,0,4,280,1910,0,98116,47.5675,-122.396
570000,2640,2640,4,2.5,11816,2,0,3,0,1999,0,98019,47.733,-121.968
567500,1440,1440,3,1,3060,1.5,0,4,0,1910,0,98115,47.6769,-122.307
790000,3030,2130,5,3.25,20446,2,0,3,900,1976,0,98008,47.6133,-122.106
335000,2430,1410,3,1.75,9133,1,0,4,1020,1978,0,98059,47.5116,-122.157
550000,1670,1670,3,1.75,10798,1,0,4,0,1962,0,98006,47.549,-122.17
650000,1030,1030,2,1,5750,1,0,5,0,1928,0,98116,47.5861,-122.391
637000,2900,2900,4,2.75,5803,2,0,3,0,2007,0,98028,47.7368,-122.232
692500,3420,1710,3,2.25,9900,1,0,3,1710,1963,2004,98028,47.7412,-122.256
322400,1710,1710,3,1.75,15844,1,0,4,0,1964,0,98059,47.4706,-122.1
519000,2570,1470,5,2.25,13054,1,0,3,1100,1950,1992,98166,47.4487,-122.352
805000,2360,1660,4,1.75,4750,2,0,5,700,1911,0,98115,47.6729,-122.293
419950,2150,1540,3,3,3962,1.5,0,3,610,1949,0,98125,47.7183,-122.285
425000,620,620,2,1,4455,1,0,3,0,1927,0,98117,47.6877,-122.395
446000,1730,1730,4,1.75,5922,2,0,5,0,1949,0,98125,47.7188,-122.321
439950,2170,2170,3,2.25,15000,2,0,4,0,1978,0,98042,47.3863,-122.158
576000,1500,1500,3,1.75,13891,1,0,4,0,1951,0,98005,47.5866,-122.175
464000,2460,1520,3,2.5,5400,1,0,4,940,2001,0,98056,47.5231,-122.202
266000,1995,1995,4,2.25,7102,2,0,4,0,1981,0,98023,47.2986,-122.37
775000,3010,3010,3,2.5,74390,2,0,3,0,1998,0,98053,47.6442,-121.999
550000,3080,3080,4,2.75,6731,2,0,3,0,2003,0,98058,47.4522,-122.118
235000,1670,1670,3,2.25,7606,2,0,3,0,1990,0,98022,47.1949,-121.982
280000,1470,1470,3,2,8089,1,0,3,0,1987,0,98198,47.3878,-122.316
195000,1070,1070,3,1,7615,1,0,4,0,1969,0,98023,47.3189,-122.373
711800,2410,2410,4,2.25,16650,1,0,4,0,1965,0,98006,47.5706,-122.163
1200000,2910,2910,5,2.75,9480,1.5,0,3,0,1939,0,98105,47.6552,-122.278
560000,2340,2340,3,1.75,12443,1.5,0,4,0,1965,0,98006,47.5432,-122.177
600000,1110,970,2,1,3500,1.5,0,3,140,1912,0,98102,47.6453,-122.327
337000,1590,1590,4,2,8779,1,0,3,0,2001,0,98019,47.7408,-121.974
1390000,5700,2850,6,2.75,20000,1,0,4,2850,1977,0,98006,47.5601,-122.16
350000,3200,2360,3,3,35782,1,0,3,840,1978,0,98042,47.4121,-122.154
269950,1510,1150,3,2.25,6000,1,0,4,360,1993,0,98038,47.3484,-122.036
1300000,3070,2070,4,2.5,4000,2,0,4,1000,1940,0,98105,47.659,-122.281
339000,2350,2350,3,2,8459,1.5,0,3,0,1989,0,98023,47.3043,-122.349
1530000,5990,5990,4,3.5,111078,2,0,3,0,2004,0,98053,47.667,-121.994
1100000,5070,5070,4,3.75,60123,2,0,3,0,2000,0,98053,47.6567,-122.004
1090000,2560,1660,3,1.5,4000,1.5,0,5,900,1927,0,98112,47.6384,-122.279
670000,1850,1850,3,1.75,8160,1,0,3,0,1952,0,98177,47.7241,-122.363
859000,2920,2920,3,2.5,434728,2,0,4,0,1999,0,98042,47.3809,-122.13
435000,2130,2130,4,2.5,10375,2,0,4,0,1986,0,98058,47.4381,-122.16
740000,1230,1230,3,1,6380,1.5,0,3,0,1927,0,98115,47.6947,-122.315
311000,2690,2690,4,2.5,6124,2,0,3,0,2007,0,98042,47.3343,-122.058
469950,1760,1760,3,3.25,1778,3,0,3,0,2008,0,98125,47.7201,-122.301
350000,1680,1680,3,2,81893,1,0,3,0,1991,0,98092,47.3248,-122.179
355000,1960,1600,3,2.25,7000,1,0,3,360,1980,0,98058,47.4427,-122.126
823000,2560,2560,3,2.5,9825,2,0,4,0,1988,0,98006,47.5497,-122.145
961500,3910,3910,3,2.5,14000,2,0,3,0,1999,0,98008,47.6374,-122.12
833000,2260,2260,4,1.75,12238,1,0,3,0,1967,0,98005,47.5976,-122.178
1150000,3340,3340,4,2.5,10422,2,0,3,0,1996,0,98033,47.6515,-122.197
267000,1400,1400,3,1,8100,1.5,0,3,0,1944,0,98125,47.7124,-122.289
619000,2300,1550,4,2,3400,1.5,0,5,750,1915,0,98117,47.678,-122.361
400000,3350,2140,4,3.5,9681,1,0,3,1210,1980,0,98198,47.3978,-122.322
692500,3710,3710,4,2.75,7984,2,0,3,0,1999,0,98065,47.5352,-121.868
310000,2430,2430,4,2.5,5499,2,0,3,0,2002,0,98042,47.3779,-122.125
499900,2430,1630,3,1.75,8820,1,0,3,800,1977,0,98178,47.4972,-122.233
460000,1880,1880,2,2.5,40575,1,0,3,0,1987,0,98024,47.5614,-121.899
800000,1630,1630,3,2.5,2640,2,0,5,0,1919,0,98119,47.6452,-122.371
542000,1930,1930,2,2,4500,1,0,3,0,2003,0,98053,47.7104,-122.031
308130,2300,1650,4,2.5,7500,1,0,2,650,1959,0,98198,47.4125,-122.33
235000,1500,1500,2,1,8015,1,0,3,0,1947,0,98146,47.5027,-122.348
215000,1150,1150,3,1,7560,1,0,4,0,1958,0,98058,47.4613,-122.184
210000,1920,1370,4,1.5,10403,1,0,3,550,1959,0,98023,47.2987,-122.366
730000,3660,3660,4,2.75,150282,2,0,3,0,1990,0,98053,47.6813,-122.048
245000,1720,1140,3,1.75,9342,1,0,4,580,1981,0,98092,47.3177,-122.182
540000,2100,1470,3,2.25,20018,1,0,3,630,1948,0,98166,47.4544,-122.366
300000,2200,2200,4,1.75,7600,2,0,3,0,1978,0,98092,47.3131,-122.191
528000,2140,1200,5,1.75,8580,1,0,3,940,1962,0,98033,47.6625,-122.178
507000,3850,3030,5,3.25,16249,2,0,3,820,2002,0,98092,47.3324,-122.168
770000,4270,3060,4,3.25,6384,2,0,3,1210,2001,0,98065,47.5362,-121.874
220000,1100,1100,1,1.5,3451,1.5,0,4,0,1978,0,98198,47.3829,-122.322
690700,2870,2870,5,2.75,5349,2,0,3,0,2005,0,98059,47.5405,-122.187
447000,1320,1320,2,1,8380,1,0,3,0,1953,0,98177,47.705,-122.367
755000,2150,1270,6,2,4505,1,0,3,880,1952,0,98119,47.6514,-122.369
700000,2470,1480,4,1.5,6000,1.5,0,3,990,1940,0,98199,47.6365,-122.391
320000,2130,2130,3,2.5,6969,2,0,3,0,2003,0,98038,47.3655,-122.027
565000,2240,2240,4,2.5,14667,2,0,4,0,1989,0,98059,47.5276,-122.161
650000,2160,1400,3,1.5,9000,1,0,4,760,1949,0,98177,47.7241,-122.369
529888,3140,3140,4,2.5,8455,2,0,3,0,2003,0,98059,47.4866,-122.147
432000,1920,1920,3,2.5,9812,2,0,3,0,2000,0,98028,47.7633,-122.243
235000,1050,1050,3,1,7670,1.5,0,5,0,1955,0,98022,47.2046,-121.996
994900,3695,3695,4,3.5,6556,2,0,3,0,2014,0,98053,47.683,-122.015
489000,3910,2710,4,2.5,8442,2,0,3,1200,2000,0,98038,47.3766,-122.027
395000,2250,2250,3,2.5,3757,2,0,3,0,2006,0,98059,47.4787,-122.129
475000,1270,1270,3,1,4268,1,0,3,0,1921,0,98117,47.6848,-122.392
822000,2410,1840,3,2,13300,2,0,3,570,1985,0,98006,47.5632,-122.148
590000,2290,2290,3,2.5,4203,2,0,3,0,2001,0,98006,47.5441,-122.172
611900,1220,1220,1,2.25,2100,2,0,4,0,1946,1979,98033,47.6703,-122.204
240000,1100,1100,3,1.75,7373,1,0,4,0,1968,0,98092,47.3124,-122.183
395000,2810,2810,4,2.5,10951,2,0,3,0,2003,0,98092,47.3249,-122.187
169000,890,890,3,1,7110,1,0,3,0,1957,0,98178,47.4971,-122.261
290256,1720,1720,3,2.25,7885,2,0,3,0,1983,0,98023,47.3136,-122.344
279950,1530,1040,3,1.75,8800,1,0,4,490,1967,0,98058,47.4483,-122.158
195000,1580,1580,3,1.75,7875,1,0,3,0,1979,0,98022,47.1958,-122.003
220000,1900,1260,3,1.75,7680,1,0,3,640,1959,0,98178,47.5081,-122.266
526000,2000,1250,3,2.25,18099,1,0,4,750,1978,0,98006,47.5443,-122.18
750000,2980,2890,4,2.5,4930,2,0,3,90,2000,0,98006,47.5445,-122.12
329000,1850,1850,4,2,9126,1,0,5,0,1963,0,98059,47.5009,-122.164
525000,1570,1570,4,1,4000,1.5,0,3,0,1920,0,98102,47.6275,-122.321
772650,2660,2660,4,2.5,10800,1,0,3,0,1955,2014,98005,47.5894,-122.172
355000,2110,2110,3,2.5,4038,2,0,4,0,1989,0,98042,47.3875,-122.153
813000,2080,2080,3,1.75,11866,1,0,3,0,1960,0,98005,47.5872,-122.173
792500,1960,1330,3,1.5,2400,2,0,3,630,1911,0,98119,47.6423,-122.37
285900,1690,1690,5,1.5,7725,1.5,0,4,0,1961,0,98032,47.3859,-122.288
389000,2080,1250,3,2,12972,1,0,4,830,1981,0,98070,47.3733,-122.432
352000,760,760,2,0.75,33801,1,0,4,0,1931,0,98059,47.4703,-122.076
1050000,4020,4020,4,3.25,11588,2,0,3,0,2000,0,98059,47.5217,-122.155
768500,3620,1820,4,1.75,10400,1,0,4,1800,1965,0,98005,47.6069,-122.167
500000,2330,1230,4,2,7778,1,0,3,1100,1961,0,98125,47.7109,-122.323
655000,2850,2850,6,5,6600,2,0,3,0,1994,0,98033,47.6813,-122.187
895000,2640,1730,4,2.75,4000,2,0,5,910,1925,0,98115,47.6727,-122.297
368000,2720,2720,4,2.5,7350,2,0,3,0,1989,0,98023,47.3028,-122.35
997000,3430,3430,4,3.5,13609,2,0,3,0,2001,0,98059,47.5196,-122.151
278500,1390,1390,3,1.75,8980,1,0,4,0,1985,0,98022,47.2015,-122.005
227450,660,660,2,1,6509,1,0,4,0,1952,0,98056,47.4938,-122.171
835000,3570,2370,2,3.25,392475,1,0,3,1200,1998,0,98024,47.5448,-121.93
760000,3050,1920,5,1.5,2992,1.5,0,4,1130,1931,0,98112,47.621,-122.302
635000,3610,1950,3,2.5,26359,1,0,3,1660,1998,0,98053,47.6306,-121.968
675000,1660,1660,3,1.75,9549,1,0,3,0,1956,0,98033,47.6503,-122.198
450000,1180,760,3,1.75,4080,1,0,4,420,1928,0,98117,47.6825,-122.391
292600,1520,1520,3,1.5,7123,1,0,4,0,1959,0,98056,47.4991,-122.176
610000,1000,1000,3,1,4959,1,0,3,0,1945,0,98105,47.6629,-122.277
397450,2650,2650,4,2.5,9451,2,0,4,0,1993,0,98042,47.3693,-122.129
370000,1770,1270,3,2.25,7667,1,0,3,500,1966,0,98177,47.7724,-122.362
520000,1770,1270,3,2.25,7667,1,0,3,500,1966,0,98177,47.7724,-122.362
890000,3370,3370,4,2.5,7200,2,0,3,0,2014,0,98177,47.7698,-122.384
582000,2120,1190,4,1.75,4650,1,0,3,930,1951,0,98117,47.6964,-122.4
349000,2550,2550,3,2.5,7709,2,0,3,0,1989,0,98023,47.3081,-122.391
658000,1290,1290,3,1,12005,1,0,4,0,1966,0,98033,47.6835,-122.199
690000,2720,1860,5,3.5,7598,2,0,3,860,1993,0,98115,47.6931,-122.283
199990,840,840,3,1,5200,1,0,3,0,1969,2014,98042,47.3685,-122.077
220000,1650,1650,3,1.75,8850,1,0,3,0,1959,0,98188,47.4331,-122.291
349900,2200,2200,3,2.5,7278,2,0,3,0,1990,0,98058,47.4624,-122.132
495000,1570,1070,3,1,5510,1,0,4,500,1940,0,98115,47.6942,-122.319
620000,2450,2450,4,2.5,55387,2,0,3,0,1994,0,98053,47.6323,-121.985
307000,2320,2320,3,1.5,7500,1,0,3,0,1976,0,98019,47.7413,-121.979
288000,1370,1090,3,2.5,9253,1,0,3,280,1994,0,98042,47.3717,-122.073
226450,1730,1730,3,1.75,7200,1.5,0,4,0,1944,0,98032,47.3774,-122.236
390000,1640,1110,3,2.5,6991,1,0,3,530,1967,0,98125,47.7255,-122.327
350000,1300,1300,3,1,10236,1,0,4,0,1971,0,98045,47.5028,-121.77
368000,1560,1060,3,1.5,7884,1,0,3,500,1969,0,98125,47.7312,-122.298
469000,1120,730,2,1,4284,1,0,3,390,1921,0,98105,47.6688,-122.324
515000,3810,3810,5,2.5,15916,1.5,0,5,0,1967,0,98058,47.4521,-122.14
210000,1200,1200,4,1,43560,1,0,3,0,1968,0,98042,47.3375,-122.123
241500,2500,1830,4,2.5,9654,1,0,3,670,1979,0,98023,47.3137,-122.343
322200,2010,2010,4,2.25,19000,2,0,4,0,1975,0,98042,47.3734,-122.119
279000,1210,1210,4,1,6000,1.5,0,3,0,1943,0,98178,47.5026,-122.234
303000,1100,1100,2,1,27007,1,0,4,0,1943,0,98070,47.4471,-122.473
420000,1050,800,3,1.5,6615,1,0,4,250,1950,0,98199,47.6578,-122.39
249000,2120,1380,3,1.75,18335,1,0,3,740,1961,0,98188,47.451,-122.273
294950,1240,1240,3,1,8840,1,0,3,0,1952,0,98125,47.7277,-122.308
335000,1270,1270,3,1.75,4800,1,0,3,0,1953,0,98117,47.693,-122.361
1160000,2980,2020,4,2.25,8051,1.5,0,4,960,1935,0,98199,47.6426,-122.409
520000,1250,1250,2,1,3708,1.5,0,3,0,1926,0,98117,47.685,-122.363
243400,1730,1730,4,1.5,7464,2,0,4,0,1959,0,98032,47.3782,-122.304
405000,1240,1240,3,2,14404,1,0,3,0,1988,0,98053,47.6614,-122.06
495000,1670,1670,2,1,14695,1.5,0,5,0,1930,0,98033,47.7001,-122.2
350000,2140,2140,4,2.5,7095,2,0,3,0,1992,0,98038,47.3528,-122.057
368500,2530,1520,5,2.75,7601,1,0,3,1010,1992,0,98188,47.4683,-122.263
